,,,,ENGINESIZE,CYLINDERS,,,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
2014,,,,,,,,,,,,
